mouse,plane,stage,step,is_last,cells,tile,area_p99,area_max,bloated,torn,rim_area_p99,core_area_p99,iou_cell_dense,match_dense,offset_dense,partners_dense,iou_cell_rigid,match_rigid,offset_rigid,partners_rigid,flipped
CIM131,3,baseline,0,False,929,,1.0,1.0,0.0,2.583423035522067,1.0,1.0,0.10403726708074534,16.03875134553283,9.069801135856224,1.3842841765339073,0.10403726708074534,16.03875134553283,9.069801135856224,1.3842841765339073,0.0
CIM131,3,global,1,False,929,,1.0,1.0,0.0,2.583423035522067,1.0,1.0,0.22815533980582525,38.85898815931109,6.540494543063369,1.488697524219591,0.22815533980582525,38.85898815931109,6.540494543063369,1.488697524219591,0.0
CIM131,3,affine,2,False,929,,1.0,1.0,0.0,2.906350914962325,1.0,1.0,0.27071823204419887,44.77933261571582,5.8740681719371475,1.4994617868675997,0.2736842105263158,45.31754574811625,5.866996065699681,1.5080731969860064,0.6165228113440198
CIM131,3,tile_500,3,False,929,500.0,1.039559326326453,1.1160714285714286,0.0,2.906350914962325,1.0191511387163559,1.0374140327772903,0.27450980392156865,45.532831001076424,5.7723757579941894,1.5091496232508073,0.27385892116182575,45.532831001076424,5.794494478930997,1.5177610333692142,0.7416563658838072
CIM131,3,tile_200,4,False,929,200.0,1.1428571428571428,1.1730769230769231,0.0,3.552206673842842,1.1342885375494072,1.114360248447205,0.32981530343007914,53.498385360602796,5.002303880833785,1.5877287405812701,0.3320610687022901,54.467168998923576,4.922313022898827,1.5898815931108718,1.079136690647482
CIM131,3,tile_100,5,True,929,100.0,1.1864534017736428,1.539568345323741,0.1076426264800861,5.382131324004305,1.2635314685314674,1.1820195029883613,0.36627906976744184,61.14101184068891,4.174085533680817,1.6372443487621098,0.3659305993690852,62.002152852529605,4.145411496887155,1.6415500538213132,1.4285714285714286
CIM132,0,baseline,0,False,812,,1.0,1.0,0.0,3.6945812807881775,1.0,1.0,0.12459784906700984,19.58128078817734,9.381946106652777,1.772167487684729,0.12459784906700984,19.58128078817734,9.381946106652777,1.772167487684729,0.0
CIM132,0,global,1,False,812,,1.0,1.0,0.0,3.6945812807881775,1.0,1.0,0.1652134354386231,25.738916256157633,7.959784697854625,1.9002463054187193,0.1652134354386231,25.738916256157633,7.959784697854625,1.9002463054187193,0.0
CIM132,0,affine,2,False,812,,1.0,1.0,0.0,4.064039408866995,1.0,1.0,0.1500352327841056,23.891625615763548,8.18111466617541,1.8251231527093597,0.14934407558948834,23.76847290640394,8.146718357980639,1.8509852216748768,0.9188361408882083
CIM132,0,tile_500,3,False,812,500.0,1.0658449074074074,1.1063829787234043,0.0,3.9408866995073892,1.0298253470667262,1.068516789913929,0.1617499668371483,26.72413793103448,8.11282576027493,1.9113300492610839,0.1626314723841391,26.970443349753694,8.081213320375069,1.9334975369458127,0.7575757575757576
CIM132,0,tile_200,4,False,812,200.0,1.1439055508203706,1.2421052631578948,0.0,3.8177339901477834,1.1697584541062802,1.0976142466475567,0.1973619470913355,28.817733990147783,7.51246564398078,1.8719211822660098,0.19634132738427218,29.1871921182266,7.642626666580867,1.8793103448275863,2.26928895612708
CIM132,0,tile_100,5,True,812,100.0,1.3727161200101703,1.6618705035971224,0.24630541871921183,4.1871921182266005,1.3733161512027492,1.1924510125889431,0.2311327295417558,35.467980295566505,6.897662373496047,2.065270935960591,0.23389830508474577,36.82266009852217,6.809753102860002,2.0480295566502464,3.361344537815126
CIM132,1,baseline,0,False,927,,1.0,1.0,0.0,2.912621359223301,1.0,1.0,0.16317991631799164,27.292340884573896,8.028934416511277,1.6386192017259977,0.16317991631799164,27.292340884573896,8.028934416511277,1.6386192017259977,0.0
CIM132,1,global,1,False,927,,1.0,1.0,0.0,2.912621359223301,1.0,1.0,0.20601851851851852,34.735706580366774,6.779810446829785,1.604099244875944,0.20601851851851852,34.735706580366774,6.779810446829785,1.604099244875944,0.0
CIM132,1,affine,2,False,927,,1.0,1.0,0.0,3.0204962243797198,1.0,1.0,0.19809069212410502,33.441208198489754,6.652012267431862,1.5663430420711975,0.19809069212410502,33.549083063646165,6.563674137899076,1.5717367853290183,0.8391608391608392
CIM132,1,tile_500,3,False,927,500.0,1.0,1.0,0.0,3.0204962243797198,1.0,1.0,0.19809069212410502,33.441208198489754,6.652012267431862,1.5663430420711975,0.19809069212410502,33.549083063646165,6.563674137899076,1.5717367853290183,0.8391608391608392
CIM132,1,tile_200,4,False,927,200.0,1.1242088060886213,1.208955223880597,0.0,3.0204962243797198,1.1238726846923568,1.1229272194081579,0.24613003095975233,41.963322545846815,5.964391882178775,1.6310679611650485,0.24596774193548387,42.07119741100323,6.033480777938907,1.633225458468177,1.74496644295302
CIM132,1,tile_100,5,True,927,100.0,1.2232158442430345,1.3172205438066464,0.0,3.559870550161812,1.2086653771760152,1.1879279464745236,0.27880184331797236,47.249190938511326,5.486552694973623,1.7400215749730312,0.2807017543859649,47.357065803667744,5.511320877822335,1.7270765911542612,2.207792207792208
CIM132,2,baseline,0,False,692,,1.0,1.0,0.0,2.312138728323699,1.0,1.0,0.11141386618225854,16.040462427745663,8.70050967130424,1.5534682080924855,0.11141386618225854,16.040462427745663,8.70050967130424,1.5534682080924855,0.0
CIM132,2,global,1,False,692,,1.0,1.0,0.0,2.312138728323699,1.0,1.0,0.23124146522603675,38.872832369942195,6.014502019032392,1.4971098265895955,0.23124146522603675,38.872832369942195,6.014502019032392,1.4971098265895955,0.0
